"Fecha Recopilada","Hostname","IP","MAC","Usuario","Tipo","Serial Number","Modelo","CPU","RAM (GB)","Almacenamiento (GB)","GPU 0","GPU 1","OS","VersiÃ³n OS","Uptime","Monitor 1","Monitor 1 SN","Monitor 2","Monitor 2 SN","Monitor 3","Monitor 3 SN","Apps Instaladas"
"2025-11-10 12:10:32","IF04-19","10.0.22.10","7C-10-C9-83-A5-AF","IESMHP\ASR212","Desktop","H4CR404352N","System Product Name","Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz","16","222,21","I","N/A","Microsoft Windows 11 Pro","26100","0 dÃ­as, 3 h, 35 min","SAM S24A31x","H4CR404352N","N/A","N/A","N/A","N/A","N/A"
